SN,DN/IP-List,First-Date,Last-Date
500,coco.miniast.com,2021/1/15,2021/1/15
501,dc16.sonsdtw.com,2021/1/15,2021/1/15
502,dccpublic.lutengtw.com,2021/1/15,2021/1/15
503,gracras.aundes.com,2021/1/15,2021/1/15
504,jaweq.sonsdtw.com,2021/1/15,2021/1/15
505,microsoft-support.net,2021/1/15,2021/1/15
506,prcism.whybbot.com,2021/1/15,2021/1/15
507,secret22.lucashnancy.com,2021/1/15,2021/1/15
508,secret24.lucashnancy.com,2021/1/15,2021/1/15
509,secret25.lucashnancy.com,2021/1/15,2021/1/15
510,shop.96html.com,2021/1/15,2021/1/15
511,songaid.metuoss.com,2021/1/15,2021/1/15
512,yalancer.gckerda.com,2021/1/15,2021/1/15
513,ares.sexytube0.com,2021/1/17,2021/2/3
514,dlink.sexytube0.com,2021/1/17,2021/2/3
515,www.sexytube0.com,2021/1/17,2021/2/3
516,kcg.sexytube0.com,2021/1/17,2021/2/3
517,sexytube0.com,2021/1/17,2021/2/3
518,www.mojimojimojimoji.com,2021/2/22,2021/2/26
519,a.cashspeedloanbank8282.com,2021/2/22,2021/2/26
520,yangxin152.f3322.org,2021/2/22,2021/2/26
521,taiwangovredirect.com,2021/1/27,2021/1/27
522,soc.cht-security.com,2021/2/25,2021/2/26
523,binbong.net,2021/2/25,2021/2/25
524,ns1.ibmlotus.net,2021/3/2,2021/3/2
525,ns2.ibmlotus.net,2021/3/2,2021/3/2
526,www.utiltop.com,2021/3/3,2021/3/3
527,gbza26rngn02bekll.com,2021/3/4,2021/3/4
528,vghtpe.sexytube0.com,2021/2/25,2021/2/25
529,mailgate.ftpswcb.com,2021/3/10,2021/3/10
530,everybody.longmusic.com,2021/3/10,2021/3/10
531,ftp.cht-security.com,2021/3/10,2021/3/10
532,report.cht-security.com,2021/3/10,2021/3/10
533,d77wemd37i682844.hisget.fun,2021/3/15,2021/3/15
534,6a2gc2h6i0ab713.cumshas.cyou,2021/3/15,2021/3/15
535,e3x90f57c1kdu.jumpwe.site,2021/3/15,2021/3/15
536,bxw2341100057.my3w.com,2021/3/18,2021/3/18
537,asurecloud.pro,2021/3/22,2021/3/22
538,akamacloud.tech,2021/3/22,2021/3/22
539,35un.l.time4vps.cloud,2021/3/22,2021/3/22
540,asurecloud.tech,2021/3/22,2021/3/22
541,akamacloud.pro,2021/3/22,2021/3/22
542,Cloudmetric.online,2021/3/22,2021/3/22
543,akamalupdate.site,2021/3/22,2021/3/22
544,securesurvey.cloud,2021/3/22,2021/3/22
545,aaa.ovqrqd.dnslog.cn,2021/4/8,2021/4/8
546,learning.epac.to,2021/4/8,2021/4/8
547,cachefront.online,2021/4/9,2021/4/9
548,service-cht.ftpswcb.com,2021/4/9,2021/4/9
549,service.cht-security.com,2021/4/9,2021/4/9
550,ab27.ciscosrv.com,2019/5/1,2021/4/16
551,rubyra.net,2021/4/12,2021/4/16
552,web2008.rutentw.com,2019/5/1,2021/4/16
553,api.aws3.workers.dev,2021/3/29,2021/4/16
554,www.rutentw.com,2019/5/1,2021/4/16
555,oa10.rutentw.com,2019/5/1,2021/4/16
556,rutentw.com,2019/5/1,2021/4/16
557,cdn.cloudfiare.workers.dev,2021/4/8,2021/4/8
558,work.cloud01.tk,2021/4/8,2021/4/8
559,work.cloud20.tk,2021/4/8,2021/4/8
560,help01.softether.net,2021/4/8,2021/4/8
561,cdn.cdnfree.workers.dev,2021/4/8,2021/4/8
562,ns.cloud01.tk,2021/4/8,2021/4/8
563,ns.cloud20.tk,2021/4/8,2021/4/8
564,tech.tositive.com,2021/4/9,2021/4/9
565,hot.tenchier.com,2021/4/9,2021/4/9
566,iot.tositive.com,2021/4/9,2021/4/9
567,z.totonm.com,2021/4/9,2021/4/9
568,will.pintmen.com,2021/4/9,2021/4/9
569,boat.creaewi.com,2021/4/9,2021/4/9
570,the.achtlemon.com,2021/4/9,2021/4/9
571,drive-mofa.com,2021/4/14,2021/4/14
572,settings-mofa.online,2021/4/19,2021/4/19
573,files-mofa.com,2021/4/19,2021/4/19
574,files-gov.live,2021/4/19,2021/4/19
575,audioconn.wikaba.com,2021/4/26,2021/4/26
576,logon.securewindows.xyz,2021/4/26,2021/4/26
577,dns.securewindows.xyz,2021/4/26,2021/4/26
578,topapps.website,2021/4/26,2021/4/26
579,mail.topapps.website,2021/4/26,2021/4/26
580,microsoft-kz.com,2021/4/26,2021/4/26
581,www.gogole.com.tw,2021/4/26,2021/4/26
582,805y4bcm3a848xc9s.madthen.cyou,2021/4/26,2021/4/26
583,www.goolg.com,2021/4/20,2021/4/20
584,680uces40c7f.pathhid.icu,2021/4/20,2021/4/20
585,fc50fnc435as.lawwhy.icu,2021/4/20,2021/4/20
586,vt.livehost.live,2021/4/1,2021/4/1
587,2vt.livehost.live,2021/4/1,2021/4/1
588,dlbo92v2ef.livehost.live,2021/4/1,2021/4/1
589,measex.com,2021/4/20,2021/4/20
590,dllhost.website,2021/4/21,2021/4/21
591,b.ccmd.website,2021/4/21,2021/4/21
592,a.isky.website,2021/4/21,2021/4/21
593,info.96html.com,2021/3/4,2021/6/1
594,dmx.unix.id.lv,2021/5/6,2021/6/1
595,xps.xpresit.net,2021/5/6,2021/6/1
596,fru.fairuse.org,2021/5/6,2021/6/1
597,donate.ssl.xmrig.com,2021/5/6,2021/6/1
598,check.96html.com,2021/6/6,2021/6/11
599,my-dpp.org,2021/6/8,2021/6/11
600,drive-gov.link,2021/6/8,2021/6/11
601,e-drive.link,2021/6/8,2021/6/11
602,myfiles-dpp.link,2021/6/8,2021/6/11
603,mycloud-gov.link,2021/6/10,2021/6/10
604,drive-amcham.live,2021/6/21,2021/6/21
605,files-amcham.link,2021/6/21,2021/6/21
606,files-ait.org,2021/6/9,2021/6/9
607,mydocs-rfa.online,2021/6/28,2021/6/28
608,files-cier.link,2021/6/28,2021/6/28
609,help-rfa.link,2021/6/21,2021/6/21
610,files-ait.link,2021/6/28,2021/6/28
611,mydrive-0a-files-outlook.link,2021/6/27,2021/6/27
612,files-amcham-tw.link,2021/6/28,2021/6/28
613,my-gov.tw,2021/6/9,2021/6/9
614,my-ait.link,2021/6/21,2021/6/21
615,settings-hinet.net,2021/6/16,2021/6/16
616,amcham.link,2021/6/21,2021/6/21
617,mydrive-0a-outlook.link,2021/6/21,2021/6/21
618,files-ndc.link,2021/6/27,2021/6/27
619,mydrive-0a-ms.live,2021/6/15,2021/6/15
620,publicca.twhinet.workers.dev,2021/6/16,2021/6/16
621,files-trade-tw.live,2021/6/9,2021/6/9
622,files-mail-indsr.link,2021/6/15,2021/6/15
623,files-mail-amcham.link,2021/6/28,2021/6/28
624,files-mac.link,2021/6/15,2021/6/15
625,mycloud-ndc.link,2021/6/28,2021/6/28
626,cloud-amcham.link,2021/6/28,2021/6/28
627,files-trade.link,2021/6/21,2021/6/21
628,files-taitra.org,2021/6/21,2021/6/21
629,files-mofa.link,2021/6/21,2021/6/21
630,mydrive-usercontent-0a-gmail.link,2021/6/15,2021/6/15
631,files-cier-edu.link,2021/6/28,2021/6/28
632,files-trade-gov.link,2021/6/21,2021/6/21
633,mydrive-taitra.link,2021/6/21,2021/6/21
634,googe.com,2021/6/17,2021/6/17
635,honibin.red,2021/6/17,2021/6/17
636,soonout.store,2021/6/17,2021/6/17
637,gaverun.uno,2021/6/17,2021/6/17
638,s1.judicical.ml,2021/5/4,2021/5/4
639,cltra.cloud,2021/8/5,2021/8/6
640,microgoogle.ml,2021/7/21,2021/7/22
641,heipanther.vicp.net,2021/8/16,2021/8/17
642,fget-career.com,2021/6/3,2021/6/7
643,my-disk.work,2021/8/19,2021/8/19
644,tw1.css789.com,2021/8/9,2021/8/9
645,iot.tenchier.com,2021/8/9,2021/8/9
646,tie.presuant.com,2021/8/9,2021/8/9
647,boat.cresewi.com,2021/8/9,2021/8/9
648,hk.studiteroom.email,2021/8/3,2021/8/3
649,eduhk.studiteroom.email,2021/8/3,2021/8/3
650,tainan.studiteroom.email,2021/8/3,2021/8/3
651,csgo.daxi0ng.ga,2021/8/3,2021/8/3
652,www.monksec.tk,2021/8/3,2021/8/3
653,ref.tbfull.com,2021/9/3,2021/9/3
654,fakd10.twgogo.org,2021/9/14,2021/9/14
655,wplot.randaln.com,2021/9/16,2021/9/16
656,daeve.randaln.com,2021/9/16,2021/9/16
657,sagoge.com,2021/9/22,2021/9/22
658,comecal.com,2021/9/22,2021/9/22
659,rexagi.com,2021/9/22,2021/9/22
660,hdrive.live,2021/8/25,2021/8/25
661,mail.mofa.gov.tw.twdb.site,2021/9/16,2021/9/16
662,my-security.live,2021/8/23,2021/8/23
663,filesmofa-gov.com,2021/9/15,2021/9/15
664,moea.site,2021/9/15,2021/9/15
665,up.mofa-gov.site,2021/9/16,2021/9/16
666,my-gov.site,2021/9/26,2021/9/26
667,mofasec.site,2021/9/15,2021/9/15
668,untreated.work,2021/9/1,2021/9/1
669,up-mail.work,2021/9/1,2021/9/1
670,mail2000-cloud.com,2021/9/26,2021/9/26
671,gov.studiteroom.email,2021/10/8,2021/10/8
672,ns.trtcu.com,2021/9/28,2021/9/28
673,xmr.crypto-pool.fr,2021/8/10,2021/8/10
674,www.daidaiwo.top,2021/8/19,2021/8/19
675,www.trtcu.com,2021/9/28,2021/9/28
676,update.microsoft-api.workers.dev,2021/9/29,2021/9/29
677,fwkdl-utwd.toythieves.com,2020/3/12,2020/3/12
678,jofukapu.com,2020/3/12,2020/3/12
679,dh.alyun.cn,2020/3/12,2020/3/12
680,coutaif.randaln.com,2021/9/3,2021/9/3
681,tesspr.randaln.com,2021/9/3,2021/9/3
682,center.asmlbigip.com,2021/9/7,2021/9/7
683,sec.asmlbigip.com,2021/9/7,2021/9/7
684,ddn.copaininfo.com,2021/9/7,2021/9/7
685,sir.copaininfo.com,2021/9/7,2021/9/7
686,ybad.ausjnn6h.com,2021/9/7,2021/9/7
687,yyba.ausjnn6h.com,2021/9/7,2021/9/7
688,sery.brushupdata.com,2021/9/7,2021/9/7
689,bac.7updata.com,2021/9/7,2021/9/7
690,cab.7updata.com,2021/9/7,2021/9/7
691,www.cia.org,2021/9/7,2021/9/7
692,myfiles-gov-tw.site,2021/10/12,2021/10/12
693,e-files.download,2021/10/13,2021/10/13
694,ex-files.download,2021/10/18,2021/10/18
695,mailfiles.download,2021/10/15,2021/10/15
696,exg-secure.site,2021/10/8,2021/10/8
697,8kp.fun,2021/10/25,2021/10/25
698,b.santananb.info,2021/11/1,2021/11/1
699,csgo.newerbrowsers.com,2021/9/15,2021/9/28
700,microsoftupdates.proxydns.com,2021/11/2,2021/11/2
701,outlookfiles.download,2021/10/31,2021/10/31
702,webmailfiles.download,2021/10/25,2021/10/25
703,dppmail.download,2021/10/28,2021/10/28
704,milfiles.download,2021/11/7,2021/11/7
705,ns1.stannet.org,2021/11/12,2021/11/12
706,ns2.stannet.org,2021/11/12,2021/11/12
707,protection-mail.com,2021/8/13,2021/9/24
708,mil-files.download,2021/11/13,2021/11/13
709,update.sportclub.fishing,2021/11/16,2021/11/16
710,cloud.history.support,2021/11/16,2021/11/16
711,dnslog.cn,2021/10/19,2021/10/19
712,handback.acmetoy.com,2022/1/10,2022/1/10
713,telephone.2waky.com,2022/1/10,2022/1/10
714,www.kuku123.com,2022/1/10,2022/1/10
715,www.vietsovspeedtest.com,2022/1/4,2022/1/4
716,xccfi.gq,2021/12/23,2021/12/23
717,www1.ghll.cf,2022/1/4,2022/1/4
718,blog1.xccfi.gq,2021/12/23,2021/12/23
719,update.xccfi.gq,2021/12/23,2021/12/23
720,ghll.cf,2022/1/4,2022/1/4
721,msupdate.info,2022/1/14,2022/1/14
722,8ef.one,2021/11/29,2021/11/29
723,mircd.xiao.my.id,2022/1/6,2022/1/6
724,mircd.hokkien.my.id,2022/1/6,2022/1/6
725,auth.ukimall.com,2022/1/12,2022/1/12
726,ssl.trendrnicro.com,2022/2/21,2022/2/21
727,cewkpa.dnslog.cn,2022/3/10,2022/3/10
728,justforanime.com,2022/3/7,2022/3/7
729,pakistannakliye.com,2022/3/7,2022/3/7
730,spinoffyarnshop.com,2022/3/7,2022/3/7
731,aldibiki.com,2022/3/18,2022/3/18
732,ayursoukhya.org,2022/3/18,2022/3/18
733,henrysfreshroast.com,2022/3/18,2022/3/18
734,consejosdeorlando.com,2022/3/18,2022/3/18
735,blog.centerking.top,2022/3/18,2022/3/18
736,polarrefrigeracao.com.br,2022/3/18,2022/3/18
737,advogadogoiania.com.br,2022/3/18,2022/3/18
738,sorathlions.com,2022/3/18,2022/3/18
739,www.invest-moon.com,2022/3/18,2022/3/18
740,narsanatanaokulu.com,2022/3/18,2022/3/18
741,ramijabali.com,2022/3/18,2022/3/18
742,support.techopesolutions.com,2022/3/18,2022/3/18
743,www.alejandrovillar.com,2022/3/18,2022/3/18
744,alejandrastamateas.com,2022/3/18,2022/3/18
745,alexetaurore.com,2022/3/18,2022/3/18
746,balibuli.hu,2022/3/18,2022/3/18
747,al-brik.com,2022/3/18,2022/3/18
748,cxdamet.gayionsd.com,2021/1/14,2021/1/14
749,entfcio.gayionsd.com,2021/1/14,2021/1/14
750,uaon.metuboss.com,2021/1/14,2021/1/14
751,www.clintmorey.com,2022/3/28,2022/3/28
752,ciberfallas.com,2022/3/28,2022/3/28
753,code786.com,2022/3/28,2022/3/28
754,combatenterprises.com,2022/3/28,2022/3/28
755,sd-1684625-h00001.ferozo.net,2022/3/28,2022/3/28
756,comarcahoy.com.ar,2022/3/28,2022/3/28
757,www.colfincas.com,2022/3/25,2022/3/25
758,contentunion.net,2022/3/25,2022/3/25
759,www.contrid.com,2022/3/25,2022/3/25
760,ctfilms.com,2022/3/25,2022/3/25
761,cordclipsorganizer.com,2022/3/25,2022/3/25
762,dahiaka.com,2022/3/25,2022/3/25
763,c.vvvth.com,2022/4/12,2022/4/12
764,vpn809952618.softether.net,2022/5/10,2022/5/10
765,www.iot809952618.softether.net,2022/5/10,2022/5/10
766,iot809952618.softether.net,2022/5/10,2022/5/10
767,cookietest.ml,2021/7/28,2021/7/28
768,bwlgrafana.itcom888.live,2022/4/17,2022/4/17
769,googledns.newerbrowsers.com,2022/6/7,2022/6/7
770,damrit.newerbrowsers.xyz,2022/6/7,2022/6/7
771,uease.randaln.com,2021/8/31,2021/8/31
772,DXaucts.randaln.com,2022/5/19,2022/5/19
773,smbfranchising.com,2022/6/29,2022/6/29
774,goldenheartk9s.org,2022/6/29,2022/6/29
775,dusangerzicgera.com,2022/6/29,2022/6/29
776,dreams4tomorrow.org,2022/6/29,2022/6/29
777,heapt.randaln.com,2022/1/12,2022/1/12
778,acoqiap.gayionsd.com,2022/1/12,2022/1/12
779,porase.bakhell.com,2022/1/12,2022/1/12
780,owa.htecnews.net,2022/6/6,2022/6/6
781,eg2.musalsalatflah.com,2022/6/30,2022/6/30
782,andresbernal.co,2022/7/4,2022/7/4
783,jcvdio.gayionsd.com,2022/7/5,2022/7/5
784,baclov.taishanlaw.com,2022/7/5,2022/7/5
785,ndmctsghsec.abetterwolrd.xyz,2022/6/14,2022/6/14
786,updatesrv1.sgkbot.com,2022/7/4,2022/7/4
787,everytourisland.com,2022/7/9,2022/7/9
788,intro.cmhcu.org,2022/6/19,2022/6/19
789,oltiep.q1492.com,2022/7/15,2022/7/15
790,1vq5mi.q1492.com,2022/7/15,2022/7/15
791,r0.pm,2022/7/21,2022/7/21
792,culturetw.org,2022/4/11,2022/4/11
793,doem.re,2022/7/25,2022/7/25
794,m5n.biz,2022/7/25,2022/7/25
795,66j.me,2022/7/25,2022/7/25
796,hebrand.xyz,2022/7/26,2022/7/26
797,officeupdate.gq,2022/7/11,2022/7/11
798,myjiaduobao.xyz,2022/5/20,2022/5/20
799,myjianlibao.xyz,2022/5/20,2022/5/20
800,all.mainnet.ethdisco.net,2022/6/23,2022/6/23
801,wsflsgov.tw,2022/8/5,2022/8/5
802,moh.fagov.tw,2022/8/5,2022/8/5
803,mohw.fagov.tw,2022/8/5,2022/8/5
804,fagov.tw,2022/8/5,2022/8/5
805,www.moh.fagov.tw,2022/8/5,2022/8/5
806,www.fagov.tw,2022/8/5,2022/8/5
807,www.mohw.fagov.tw,2022/8/5,2022/8/5
808,test.mohwgovl.com,2022/8/5,2022/8/5
809,mohwgovl.com,2022/8/5,2022/8/5
810,mohw.fogov.tw,2022/8/5,2022/8/5
811,moh.fogov.tw,2022/8/5,2022/8/5
812,fogov.tw,2022/8/5,2022/8/5
813,www.mohw.fogov.tw,2022/8/5,2022/8/5
814,www.moh.fogov.tw,2022/8/5,2022/8/5
815,www.fogov.tw,2022/8/5,2022/8/5
816,mohwgov.com,2022/8/5,2022/8/5
817,mugov.tw,2022/8/5,2022/8/5
818,www.mugov.tw,2022/8/5,2022/8/5
819,v.vgov.tw,2022/8/5,2022/8/5
820,w.vgov.tw,2022/8/5,2022/8/5
821,www.vgov.tw,2022/8/5,2022/8/5
822,www.w.vgov.tw,2022/8/5,2022/8/5
823,vgov.tw,2022/8/5,2022/8/5
824,www.v.vgov.tw,2022/8/5,2022/8/5
825,mogov.tw,2022/8/5,2022/8/5
826,www.mogov.tw,2022/8/5,2022/8/5
827,www.mohwgov.tw,2022/8/5,2022/8/5
828,mohwgov.tw,2022/8/5,2022/8/5
829,g.ovgov.tw,2022/8/5,2022/8/5
830,a.ovgov.tw,2022/8/5,2022/8/5
831,v.ovgov.tw,2022/8/5,2022/8/5
832,www.g.ovgov.tw,2022/8/5,2022/8/5
833,ovgov.tw,2022/8/5,2022/8/5
834,www.a.ovgov.tw,2022/8/5,2022/8/5
835,www.ovgov.tw,2022/8/5,2022/8/5
836,www.v.ovgov.tw,2022/8/5,2022/8/5
837,s.svgov.tw,2022/8/5,2022/8/5
838,a.svgov.tw,2022/8/5,2022/8/5
839,e.svgov.tw,2022/8/5,2022/8/5
840,www.e.svgov.tw,2022/8/5,2022/8/5
841,www.svgov.tw,2022/8/5,2022/8/5
842,www.a.svgov.tw,2022/8/5,2022/8/5
843,www.s.svgov.tw,2022/8/5,2022/8/5
844,svgov.tw,2022/8/5,2022/8/5
845,a.sgov.tw,2022/8/5,2022/8/5
846,e.sgov.tw,2022/8/5,2022/8/5
847,c.sgov.tw,2022/8/5,2022/8/5
848,www.c.sgov.tw,2022/8/5,2022/8/5
849,www.e.sgov.tw,2022/8/5,2022/8/5
850,www.a.sgov.tw,2022/8/5,2022/8/5
851,www.sgov.tw,2022/8/5,2022/8/5
852,sgov.tw,2022/8/5,2022/8/5
853,a.skgov.tw,2022/8/5,2022/8/5
854,e.skgov.tw,2022/8/5,2022/8/5
855,s.skgov.tw,2022/8/5,2022/8/5
856,www.skgov.tw,2022/8/5,2022/8/5
857,www.s.skgov.tw,2022/8/5,2022/8/5
858,www.a.skgov.tw,2022/8/5,2022/8/5
859,skgov.tw,2022/8/5,2022/8/5
860,www.e.skgov.tw,2022/8/5,2022/8/5
861,b.bdgov.tw,2022/8/5,2022/8/5
862,o.bdgov.tw,2022/8/5,2022/8/5
863,d.bdgov.tw,2022/8/5,2022/8/5
864,www.bdgov.tw,2022/8/5,2022/8/5
865,www.d.bdgov.tw,2022/8/5,2022/8/5
866,www.o.bdgov.tw,2022/8/5,2022/8/5
867,bdgov.tw,2022/8/5,2022/8/5
868,www.b.bdgov.tw,2022/8/5,2022/8/5
869,g.bzgov.tw,2022/8/5,2022/8/5
870,a.bzgov.tw,2022/8/5,2022/8/5
871,b.bzgov.tw,2022/8/5,2022/8/5
872,www.g.bzgov.tw,2022/8/5,2022/8/5
873,www.bzgov.tw,2022/8/5,2022/8/5
874,www.b.bzgov.tw,2022/8/5,2022/8/5
875,www.a.bzgov.tw,2022/8/5,2022/8/5
876,bzgov.tw,2022/8/5,2022/8/5
877,v.vcgov.tw,2022/8/5,2022/8/5
878,o.vcgov.tw,2022/8/5,2022/8/5
879,c.vcgov.tw,2022/8/5,2022/8/5
880,www.v.vcgov.tw,2022/8/5,2022/8/5
881,www.vcgov.tw,2022/8/5,2022/8/5
882,www.o.vcgov.tw,2022/8/5,2022/8/5
883,www.c.vcgov.tw,2022/8/5,2022/8/5
884,vcgov.tw,2022/8/5,2022/8/5
885,a.vigov.tw,2022/8/5,2022/8/5
886,v.vigov.tw,2022/8/5,2022/8/5
887,i.vigov.tw,2022/8/5,2022/8/5
888,www.a.vigov.tw,2022/8/5,2022/8/5
889,vigov.tw,2022/8/5,2022/8/5
890,www.v.vigov.tw,2022/8/5,2022/8/5
891,www.vigov.tw,2022/8/5,2022/8/5
892,www.i.vigov.tw,2022/8/5,2022/8/5
893,v.agov.tw,2022/8/5,2022/8/5
894,a.agov.tw,2022/8/5,2022/8/5
895,e.agov.tw,2022/8/5,2022/8/5
896,www.agov.tw,2022/8/5,2022/8/5
897,www.v.agov.tw,2022/8/5,2022/8/5
898,www.e.agov.tw,2022/8/5,2022/8/5
899,www.a.agov.tw,2022/8/5,2022/8/5
900,agov.tw,2022/8/5,2022/8/5
901,t.ggov.tw,2022/8/5,2022/8/5
902,s.ggov.tw,2022/8/5,2022/8/5
903,a.ggov.tw,2022/8/5,2022/8/5
904,ggov.tw,2022/8/5,2022/8/5
905,www.t.ggov.tw,2022/8/5,2022/8/5
906,www.s.ggov.tw,2022/8/5,2022/8/5
907,www.a.ggov.tw,2022/8/5,2022/8/5
908,www.ggov.tw,2022/8/5,2022/8/5
909,c.aigov.tw,2022/8/5,2022/8/5
910,a.aigov.tw,2022/8/5,2022/8/5
911,i.aigov.tw,2022/8/5,2022/8/5
912,www.c.aigov.tw,2022/8/5,2022/8/5
913,www.aigov.tw,2022/8/5,2022/8/5
914,aigov.tw,2022/8/5,2022/8/5
915,www.a.aigov.tw,2022/8/5,2022/8/5
916,www.i.aigov.tw,2022/8/5,2022/8/5
917,www.llgov.tw,2022/8/5,2022/8/5
918,t.llgov.tw,2022/8/5,2022/8/5
919,www.t.llgov.tw,2022/8/5,2022/8/5
920,www.v.llgov.tw,2022/8/5,2022/8/5
921,www.i.llgov.tw,2022/8/5,2022/8/5
922,llgov.tw,2022/8/5,2022/8/5
923,v.jigov.tw,2022/8/5,2022/8/5
924,o.jigov.tw,2022/8/5,2022/8/5
925,a.jigov.tw,2022/8/5,2022/8/5
926,www.o.jigov.tw,2022/8/5,2022/8/5
927,jigov.tw,2022/8/5,2022/8/5
928,www.a.jigov.tw,2022/8/5,2022/8/5
929,www.jigov.tw,2022/8/5,2022/8/5
930,www.v.jigov.tw,2022/8/5,2022/8/5
931,o.vvgov.tw,2022/8/5,2022/8/5
932,a.vvgov.tw,2022/8/5,2022/8/5
933,c.vvgov.tw,2022/8/5,2022/8/5
934,www.o.vvgov.tw,2022/8/5,2022/8/5
935,www.vvgov.tw,2022/8/5,2022/8/5
936,www.c.vvgov.tw,2022/8/5,2022/8/5
937,vvgov.tw,2022/8/5,2022/8/5
938,www.a.vvgov.tw,2022/8/5,2022/8/5
939,o.jhgov.tw,2022/8/5,2022/8/5
940,v.jhgov.tw,2022/8/5,2022/8/5
941,h.jhgov.tw,2022/8/5,2022/8/5
942,www.o.jhgov.tw,2022/8/5,2022/8/5
943,jhgov.tw,2022/8/5,2022/8/5
944,www.jhgov.tw,2022/8/5,2022/8/5
945,www.v.jhgov.tw,2022/8/5,2022/8/5
946,wwww.h.jhgov.tw,2022/8/5,2022/8/5
947,uepspr.com,2022/8/8,2022/8/8
948,upespr.com,2022/8/8,2022/8/8
949,www.zyber-i.com,2022/8/8,2022/8/8
950,cwb.cga.gov.tw,2022/7/6,2022/7/6
951,_mxryboy-xlovemusic.com,2022/7/6,2022/7/6
952,subnotes.ignorelist.com,2022/7/6,2022/7/6
953,for.cache.interact.sh,2022/8/3,2022/8/3
954,sofeter.ml,2022/7/29,2022/7/29
955,www.email365.shop,2022/7/29,2022/7/29
956,down.tw1988.link,2022/8/18,2022/8/18
957,myecat1.ieasytest.net,2022/8/18,2022/8/18
958,myecat1.ieasyclick.net,2022/8/18,2022/8/18
959,cdn2.jquerycodes.com,2022/8/24,2022/8/24
960,h0.WF,2022/9/1,2022/9/1
961,alles-englisch.de,2022/9/8,2022/9/16
962,kunstkiezer.nl,2022/9/8,2022/9/16
963,redri.net,2022/9/8,2022/9/16
964,syndication.exdynsrv.com,2022/9/13,2022/9/16
965,entamedeprave.casa,2022/9/14,2022/9/16
966,d2xtzlg7fn463j.cloudfront.net,2022/7/17,2022/7/17
967,login.diskfree.co,2022/8/11,2022/8/11
968,cloud.diskfree.co,2022/8/11,2022/8/11
969,smartida.ftpswcb.com,2022/8/11,2022/8/11
970,6y.re,2022/9/14,2022/9/14
971,multi-cloudapps.cwb.gov.tw.espons.net,2022/9/21,2022/9/22
972,snowmail.fartit.com,2022/9/19,2022/9/19
973,update.spamsherlock.com,2022/9/29,2022/9/29
974,spamupdate.mailsherlock.com,2022/9/29,2022/9/29
975,hgiga2022-1310540260.cos.accelerate.myqcloud.com,2022/9/29,2022/9/29
976,o7car.com,2022/10/14,2022/10/14
977,5qe8.com,2022/10/14,2022/10/14
978,www.services-support.tk,2022/10/16,2022/10/16
979,www.virusltotal.cf,2022/10/26,2022/10/26
